	FSS19F	JC2F	FUR1F	FSS217F	FSS221F	BAT4F	FUR5F	BRD2F	BAT1F	CLC5F	BRD3F	CLC2F	FS4F	CLC11F	FSS13F	FSS10F	FSS4F	FSS16F	FSS22F	JC8F	CLC8F	FS10F	FS7F	JC4F	FSS12071110	FSS1207114	FSS12071122	FSS1109241	FSS12071222	FSS11092467	FSS12071213	FSS12071216	FSS11092468	FSS1207111	FSS12071119	FSS11092477	FSS11092470	FSS12071204	FSS12071207	FSS12071201	FSS12071113	FSS1109245	FSS11092474	FSS12071219	FSS12071228	FSS12071210	FSS12071116	FSS1207117	FSS12071225	ELMA13081416	ELMA1308141	ELMA13081418	ELMA13081411	ELMA13081417	ELMA1308143	ELMA1308145	ELMA1308146	ELMA1308142	ELMA1308144	PARA14052533	ELMA14061233	PARA14052625	FS14050225	JC14041816	FSS14050317	ELMA14060527	ELMA14060517	ELMA14061217	PARA14052525	PARA14052513	ELMA1406055	JC1404181	ELMA14060518	ELMA14061221	ELMA1406121	PARA14052613	PARA1405269	PARA1405295	ELMA1406059	ELMA14060540	FSS1405039	FS1405021	PARA1405291	ELMA14060547	PARA14052529	PARA1405251	JC1404186	PARA1405261	ELMA14060522	PARA1405259	FSS14050313	PARA1405265	BAT1404181	PARA14052517	CLC1404207	FS1405029	ELMA14060523	ELMA1406125	PARA1405299	JC14041811	PARA1405241	BRD1404191	FS14050221	FS14050217	ELMA14061229	FSS1405021	PARA14052617	PARA14052813	PARA14052917	ELMA14060531	FSS1405035	PARA14052913	PARA14052629	ELMA1406051	FW1404211	ELMA14060544	PARA1405255	ELMA14061225	PARA14052921	PARA14052925	PARA1405285	ELMA14060513	PARA14052621	FS1405025	CLC1404201	ELMA14060532	PARA1405281	ELMA1406129	ELMA14061213	ELMA14060536	FS14050213	FSS1405031	ZL1404181	PARA1405289	PARA14052521	RSS14062113	CC14062037	CC14062013	CC14062025	CC1406201	CC14062017	RSS1406241	CC1406205	CC1406209	CC14062021	RSS1406215	RSS1406211	RSS1406245	WCS1406239	CC14062033	WCS1406235	WCS14062313	WCS1406231	CC14062029	RSS1406219	TOR14050437	TOR14050413	TOR14050441	TOR14050445	TOR14050425	TOR1405041	TOR1405049	TOR14050421	TOR14050429	TOR14050417	TOR14050433	TOR1405045	TOR14050449	CRY14050521	CRY14050513	CRY1405051	CRY1405059	CRY14050517	CRY1405055
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified	0	0	0	0.003782071	0	0	0	0.002290576	0.001569507	0	0.00271166	0	0.000298954	0.000639386	0	0	0	0.000497636	0.000741565	0	0	0	0	0	0.003256056	0.008455314	0.006765646	0.006465733	0.019938498	0.000436999	0.00520104	0.016629712	0	0.030052592	0.005720054	0.000380445	0.002791736	0.012512031	0.009606792	0.009771773	0.00250139	0.000247739	0.001745539	0.012230216	0.003503363	0.008478358	0.008679726	0.007526999	0.011627907	0.005572289	0	0	0.001244091	0	0	0.002647059	0.000647878	0.001111358	0.007751938	0.002133713	0	0	0	0	0	0.003466466	0.00382875	0.001565558	0	0.003988301	0.003469211	0	0	0.003292181	0.000177494	0.004559804	0	0	0.000605831	0.0024888	0.000346961	0.010443864	0	0	0.001447876	0.003112033	0.000524315	0	0	0.001641737	0.002532562	0	0.013166557	0	0	0.000152207	0	0	0.00109529	0.000582343	0.000868056	0	0.001742363	0.001491054	0	0.002332815	0	0	0.002727981	0.001809136	0.001093693	0.002893214	0	0	0.001897533	0.002764977	0	0.000673627	0.001156738	0	0	0.007057163	0	0.000574713	0	0.005324814	0	0	0	0.006414585	0.016817191	0.00382875	0.017084282	0.000681896	0.009012132	0.000687663	0.000881575	0.001359619	0.000119732	0.000379891	0.000503778	0.000463521	0	0.001321659	0.00043802	0.00127732	0.026895714	0.013113272	0.014067524	0.001013813	0.000555144	0.006507592	0.002557136	0.000317763	0.000418673	0	0	0	0	0	0	0	0	0	0	0	0	0	8.99E-05	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Tubeufiales;f__unidentified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000469836	0	0	0	0	0	0	0	0.001345895	0	0	0	0	0	0.004030017	0	0	0.000143885	0	0	0.001672241	0	0	0	0	0	0	0.000586338	0.000137193	0	0	0	0	0.011379801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000350754	0	0	0.000151458	0	0	0	0	0	0	0	0	0	0	0.00036483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000526039	0	0	0	0.000184332	0	0	0	0	0	0	0	0	0	0	0.002787845	0	0	0.000675219	0.000311429	0	0	0	0	0	0.002057009	0	0	0	0	0	0	0	0	0.000283849	0	0.000339136	0.00522508	0	0	0.001807664	0	0.028757547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Venturiales;f__Sympoventuriaceae	0	0	0	0	0	0	0	0.010471204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006090808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Venturiales;f__Venturiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0.001195815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000879507	0	0	0	0.000889086	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000298418	0	0	0.000443734	0.000350754	0	0	7.57E-05	0	0	0	0	0	0	0	0	0.007539683	0	0	0.001085384	0	0.001316656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000226142	0	0	0	0	0.020240354	0	0	0	0	0	0	0	0	0	0	0.014376997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Venturiales;f__unidentified	0	0	0	0	0	0	0	0	0	0.002174701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001190476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000632511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__unidentified;f__unidentified	0	0.015992474	0	0.02575897	0.002699055	0	0	0.000327225	0.000224215	0.00108735	0.04218138	0.003217158	0.000298954	0.005434783	0.006205014	0	0	0	0.005932518	0	0.003109101	0	0	0	0	0.003182107	0.000563804	0.001587824	0.001091162	0.000291333	0.00980196	0.002993348	0	0.001824622	0.001345895	0	0	0.006544755	0.002010724	0.0011149	0.006531406	0	0.008921645	0.002158273	0.002102018	0	0.001751871	0.003708956	0.000215332	0.00060241	0.000370737	0	0	0	0	0	0.004859086	0.008446321	0	0.000355619	0.000318928	0	0	0	5.08E-05	0	0.003480682	0.001956947	0	0	0.002168257	0	0.003764115	0	0.000266241	0.004209049	0	0	0.000151458	0.00223992	0	0.001864976	0	0.002276608	0.000482625	0	0.000524315	0.007539683	0	0	0.000723589	0	0.002962475	0	0	0.003500761	0.003759398	0	0	0	0.000868056	0.005581915	0.000116158	0	0.000253936	0	0	0.000476985	0	0.000226142	0.000364564	0.000263019	0	0.000625391	0.008222644	0.000921659	0.003816794	0.002020882	0.00260266	0.000204429	0.00058309	0.001411433	0.002181025	0.00862069	0	0.002662407	0	0.003875969	0.004263094	0.003038488	0.010277172	0	0.001518603	0	0.003119584	0.000137533	0	0.006968049	0	0.001519564	0	0	0	0	0.001752081	0	0.000347041	0.000339136	0.000401929	0.002154353	0	0	0	0	0.000418673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;Other;Other	0	0	0.030491248	0.001226618	0	0	0	0.003272251	0.000224215	0	0.000301296	0	0	0.002237852	0	0	0.001664447	0	0	0	0.000565291	0	0	0	0	0	0	0.000815369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000248818	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000348068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000835422	0	0	0	0.001302083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000352858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000251889	0	0	0	0	0	0	0	0.000401929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;Other	0.095502779	0.009407338	0.064935065	0.020852499	0.425101215	0.001568764	0.002007584	0.060209424	0.073542601	0	0.020488099	0.04155496	0.001793722	0.162404092	0.004964011	0	0.004993342	0.06071162	0.146088246	0	0.038157151	0	0.010920437	0	0.005079448	0.024184017	0.004134561	0.021070851	0.00228152	0	0.00020004	0.001219512	0	0.000107331	0.000168237	0	0.002419505	0.001154957	0.000446828	0.035742392	0.00958866	0	0	0	0.000420404	0.001338688	0.005255614	0.030544344	0.009689922	0.09939759	0.009515571	0.007201646	0.018163722	0.10436822	0.002606668	0.170294118	0.059280855	0.042009335	0.040697674	0.009957326	0.001036517	0.000996678	0	5.34E-05	0	0.011002261	0.026105117	0.005870841	0.000271636	0.019675618	0.118820468	0.000298418	0.102885822	0.062825789	0.000887469	0.019642231	0	0	0.002499053	0.037083126	0	0.021260724	0.003069658	0.042876115	0.065395753	0.003371369	0.000917551	0.037301587	0.001859024	0.007114192	0.015918958	0.022298456	0.026991442	0.000770762	0.137451488	0.003348554	0.104427736	0.000838135	0.000821468	0	0.239583333	0.114708345	0.012196539	0.012425447	0.033265617	0.002851218	0.000239063	0	0.014614186	0.014246947	0.004374772	0.011046817	0.000457178	0.046278924	0.021821632	0.021198157	0.016793893	0.038396767	0.013302487	0.000136286	0.089212828	0.026464361	0.009814613	0.050574713	0.025963149	0.109158679	0.045163089	0.032730405	0.077344702	0.185685348	0.010277172	0.006613296	0.037585421	0.016706444	0.034662045	0	0.003820159	0	0.004190613	0.000506521	0	0	0	0.005947464	0.010512484	0.000141924	0.000867604	0.000452182	0.002009646	0.004181979	0	0.001084599	0.000958926	0	0	0	0	0	0	0	0	0.000146929	0	0	0	0	0	0	8.99E-05	0	0	0	0	0.001424704
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Chaetothyriales_fam_Incertae_sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000357618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.96E-05	0	0	0	0.004819575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000418235	0	0	0	0	0	0	0	0	0	0	0.000189717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008096036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Cyphellophoraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002232766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae	0.000252653	0.005174036	0.008469791	0.01206174	0.005398111	0	0.000223065	0.003599476	0.000672646	0.00036245	0	0.008579088	0	0.012468031	0	0.05234375	0	0.021895994	0.007044865	0	0.014132278	0	0	0	0.000520969	0.00963724	0.002631084	0.004792081	0.00029759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000318522	0	0	0.000903614	0.000370737	0	0.002985817	0.002638522	0	0	0.048266926	0.002444988	0.004706534	0	0.003269016	0	0	0	0	0.000150716	0.002088409	0.001565558	0	0	0.00650477	0	0.012965286	0.001097394	0.000443734	0.004559804	0	0	0	0.00024888	0	0	0	0.001897173	0.001206564	0	0	0.001190476	5.16E-05	0	0	0.003430532	0.000329164	0	0.006791721	0	0.038429407	0	0	0	0.0078125	0.012280212	0	0	0.010411376	0	0	0.00262342	0	0.001809136	0	0	0	0.003126954	0.010436433	0.000921659	0.002290076	0.00269451	0.000867553	0	0.00058309	0.007762879	0.003998546	0	0	0.029818956	0.000278784	0.011627907	0.000609013	0.011478731	0.003425724	0.001392273	0.006454062	0.000681896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Trichomeriaceae	0.00707428	0.007055503	0	0.00603087	0	0	0	0	0	0	0	0	0.001195815	0	0	0.00859375	0	0	0.002224694	0	0	0	0	0	0.000390727	0.010728248	0	0.093567168	0.000892769	0	0	0.000665188	0	0	0	0	0	0.000384986	0.000670241	0.000393494	0.007921067	0	0.000193949	0	0	0	0.000875936	0.000218174	0.002583979	0	0.000247158	0	0.006469271	0.002052184	0	0	0	0.002667259	0	0.003200569	0	0	0	0	0	0.004973625	0.025060912	0.001956947	0	0	0	0	0	0	0	0.001403016	0	0	0.000151458	0	0.000173481	0.004475942	0.000236128	0	0	0	0	0.001587302	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001395479	0.001045418	0.006212724	0	0.002073613	0	0.000715478	0.000194856	0	0	0	0	0	0	0.000368664	0	0	0	0	0.008163265	0.008821454	0	0	0	0	0.007805966	0.004306632	0.002436054	0	0.000622859	0.003132614	0	0.001022844	0.003466205	0	0	0.000169952	0	0	0	9.27E-05	0	0	0	0	0	0	0	0.00152072	0	0.001807664	0.000479463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__unidentified	0	0	0.004517222	0.002964326	0	0	0	0	0.002466368	0	0.001506478	0	0	0	0	0.003125	0	0	0.007044865	0	0	0	0	0	0	0	0	0	0	0	0.00040008	0	0	0	0.000672948	0	0	0	0	0	0	0	0	0	0.002802691	0	0.000955566	0	0	0	0.000123579	0	0.001492909	0	0	0	0	0.000222272	0	0	0.000797321	0	4.70E-05	0	5.08E-05	0	0.002088409	0	0.003857228	0.000531773	0.000433651	0	0	0	0.009939652	0	0	0	0.00613404	0.003982081	0.000173481	0	0.006021251	0	0.001206564	0	0	0	0	0	0	0	0	0.003596891	0	0	0	0	0	0	0	0.002232766	0	0	0.001015744	0.000518403	0	0	0	0	0	0	0	0.078486554	0	0.002211982	0	0	0	0	0	0	0	0	0	0.001064963	0	0.000861326	0.00182704	0.002025658	0	0	0	0.000681896	0	0	0	0	0	0	0	0.000370817	0	0	0	0	0	0	0.000803859	0	0	0.002169197	0	0	0	0.000103573	0	0	0.000330415	9.05E-05	9.85E-05	0	0	0.000284846	0.000451794	0.000210084	9.36E-05	0	0.000179743	0	0	8.24E-05	0.000447127	0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;Other	0	0	0	0	0	0	0	0	0.001345291	0	0.001205182	0	0	0	0	0	0	0.000497636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002355316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000275065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae	0	0.249764817	0.002823264	0.043647143	0.001349528	0.001568764	0	0.010143979	0.034529148	0	0.019282917	0.005093834	0.010762332	0.033248082	0	0.031640625	0.381158455	0.074396616	0.006674082	0	0.00763143	0	0.026521061	0.35	0	0	0.000375869	0.002560545	0.002182323	0.00975965	0	0.000221729	0	0.000107331	0.352288022	0.001902226	0.001488926	0	0.001117069	0	0	0	0.005042669	0	0	0.000446229	0.000159261	0	0.001507321	0.028162651	0.000988631	0	0.083851704	0.005277045	0	0	0.019112407	0.048677484	0.008582503	0.003200569	0.000558125	0	9.40E-05	0.00411171	0.000101543	0.000452148	0	0.02074364	0	0	0.047267997	0.001492092	0.000418235	0.001097394	8.87E-05	0	0	0.025417299	0.003862173	0.0024888	0.000751749	0.005594927	0.007201889	0.000948587	0.00265444	0.000259336	0.075894613	0.000396825	0.000413116	0	0.006150507	0	0.011520737	0	0.001293661	0.012785388	0.007936508	0	0.000821468	0.052993245	0.003472222	0.013117499	0	0.017395626	0.002285424	0.219284603	0	0.000953971	0.000389712	0.006331976	0.029529712	0.002630195	0	0.022826767	0.002213789	0.007004608	0.001526718	0.000673627	0.004626952	0	0.002332362	0.006351447	0.023264268	0.000574713	0.000279174	0	0.004739336	0.002153316	0.00182704	0.005064146	0.007785737	0.006613296	0.003416856	0.000340948	0.001733102	0	0.000587717	0.001869477	0	0.013296188	0.011586902	0	0	0.02296382	0	0.000425773	0.000347041	0.000226091	0.001205788	0.000253453	0	0.002169197	0.000639284	0	0	0.000103573	0	0.000114574	0	0	9.85E-05	0.004554805	8.83E-05	0	0	0	0	0	0	0	0	0	0.000447127	0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae	0.00884285	0	0	0	0	0	0	0.007526178	0.001345291	0	0	0	0.001494768	0.00415601	0	0	0	0	0	0	0.000847937	0	0.018720749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002560241	0	0.000685871	0	0	0.001646316	0	0.057013282	0	0	0.003200569	7.97E-05	0	0	0	0	0.000150716	0	0	0	0.001063547	0	0	0	0.000823045	0	0	0	0	0	0	0	0	0.000236128	0.000189717	0.000241313	0	0.000655394	0	0	0	0	0.000571755	0	0.000385381	0	0	0	0	0	0	0.000434028	0	0	0	0	0	0	0	0	0.000678426	0	0.002630195	0	0.000625391	0	0	0	0	0.000578369	0	0	0	0	0	0	0	0.000278784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__unidentified	0	0	0	0	0	0	0	0	0	0	0	0	0.000298954	0	0	0	0.029627164	0	0.002224694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001506024	0	0	0	0	0	0	0	0	0.000276855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000646831	0	0	0	0	0	0	0	0	0	0.000761808	0	0	0	0	0.000678426	0.000364564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Mycocaliciales;f__Sphinctrinaceae	0	0	0	0	0.02294197	0	0	0	0	0	0.008737572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000443459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006921373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024390244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;Other	0	0	0	0	0	0	0	0	0	0	0	0	0.004484305	0	0	0.010546875	0	0	0	0	0	0	0	0	0	0	0.000375869	0	0	0.000436999	0	0	0	0	0	0.009891573	0.003163968	0	0	0	0	0	0	0	0	0	0.000159261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000418235	0	0.000177494	0	0	0	0	0	0	0	0.000590319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001175433	0.002889191	0	0	0	0	0	0.000495622	0	0	0	0	0	0.000253453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Ajellomycetaceae	0	0	0	0.003373198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000150716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000552995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004935459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Arachnomycetaceae	0	0	0	0	0	0	0	0	0	0	0	0	0.009267564	0	0	0	0	0	0	0	0	0	0.053042122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Arthrodermataceae	0	0	0	0.003986507	0	0	0	0	0	0	0	0	0.025112108	0	0	0	0	0	0	0	0	0	0.046801872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000152207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Ascosphaeraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002082249	0	0	0.001774173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Gymnoascaceae	0	0.005644403	0	0	0	0.000174307	0	0	0.00044843	0	0.000301296	0	0.007772795	0.04859335	0	0	0.001664447	0.010201543	0.001853912	0.009009009	0	0	0.057722309	0	0	0	0	0	0	0.005680991	0	0	0	0	0	0.031386722	0.026614554	0	0	0	0	0	0.00329713	0	0	0	0.000637044	0	0	0	0	0	0.001492909	0.000586338	0.000137193	0	0	0	0	0	0	0	0	0.000266994	0	0	0	0	0	0	0.086296618	0	0	0	0	0	0	0.0142261	0	0	0	0	0.001534829	0	0	0	0.006553939	0.034126984	5.16E-05	0	0.000361795	0	0	0	0	0.007762557	0	0	0.000136911	0.003726997	0	0.096288027	0.000116158	0.006461233	0	0.000259202	0	0	0	0	0	0	0	0.002814259	0	0.004423963	0	0	0	0	0	0.000705716	0	0.002298851	0	0	0.004460552	0	0	0	0	0	0.002277904	0	0	0	0.001175433	0.005268525	0	0	0	0	0	0.001486866	0	0	0	0	0.000401929	0.002154353	0	0	0	0	0	0	0	0	0.000330415	0	0	0.00176315	0	9.49E-05	0	0	0	0	0	0	8.93E-05	8.24E-05	0.000223564	0.00014247
