# Constructed from biom file
#OTU ID	FSS19F	JC2F	FUR1F	FSS217F	FSS221F	BAT4F	FUR5F	BRD2F	BAT1F	CLC5F	BRD3F	CLC2F	FS4F	CLC11F	FSS13F	FSS10F	FSS4F	FSS16F	FSS22F	JC8F	CLC8F	FS10F	FS7F	JC4F	FSS12071110	FSS1207114	FSS12071122	FSS1109241	FSS12071222	FSS11092467	FSS12071213	FSS12071216	FSS11092468	FSS1207111	FSS12071119	FSS11092477	FSS11092470	FSS12071204	FSS12071207	FSS12071201	FSS12071113	FSS1109245	FSS11092474	FSS12071219	FSS12071228	FSS12071210	FSS12071116	FSS1207117	FSS12071225	ELMA13081416	ELMA1308141	ELMA13081418	ELMA13081411	ELMA13081417	ELMA1308143	ELMA1308145	ELMA1308146	ELMA1308142	ELMA1308144	PARA14052533	ELMA14061233	PARA14052625	FS14050225	JC14041816	FSS14050317	ELMA14060527	ELMA14060517	ELMA14061217	PARA14052525	PARA14052513	ELMA1406055	JC1404181	ELMA14060518	ELMA14061221	ELMA1406121	PARA14052613	PARA1405269	PARA1405295	ELMA1406059	ELMA14060540	FSS1405039	FS1405021	PARA1405291	ELMA14060547	PARA14052529	PARA1405251	JC1404186	PARA1405261	ELMA14060522	PARA1405259	FSS14050313	PARA1405265	BAT1404181	PARA14052517	CLC1404207	FS1405029	ELMA14060523	ELMA1406125	PARA1405299	JC14041811	PARA1405241	BRD1404191	FS14050221	FS14050217	ELMA14061229	FSS1405021	PARA14052617	PARA14052813	PARA14052917	ELMA14060531	FSS1405035	PARA14052913	PARA14052629	ELMA1406051	FW1404211	ELMA14060544	PARA1405255	ELMA14061225	PARA14052921	PARA14052925	PARA1405285	ELMA14060513	PARA14052621	FS1405025	CLC1404201	ELMA14060532	PARA1405281	ELMA1406129	ELMA14061213	ELMA14060536	FS14050213	FSS1405031	ZL1404181	PARA1405289	PARA14052521	RSS14062113	CC14062037	CC14062013	CC14062025	CC1406201	CC14062017	RSS1406241	CC1406205	CC1406209	CC14062021	RSS1406215	RSS1406211	RSS1406245	WCS1406239	CC14062033	WCS1406235	WCS14062313	WCS1406231	CC14062029	RSS1406219	TOR14050437	TOR14050413	TOR14050441	TOR14050445	TOR14050425	TOR1405041	TOR1405049	TOR14050421	TOR14050429	TOR14050417	TOR14050433	TOR1405045	TOR14050449	CRY14050521	CRY14050513	CRY1405051	CRY1405059	CRY14050517	CRY1405055
k__Fungi;Other	0.0	0.0	0.007058159232072275	0.00010221813349688235	0.0	0.0	0.0	0.0	0.0002242152466367713	0.0	0.0	0.0	0.0020926756352765323	0.0	0.0	0.0	0.00033288948069241014	0.007464543418760886	0.0070448646644419724	0.0	0.0	0.0	0.0	0.0	0.0011721802552748112	0.0	0.0	2.8609438253679888e-05	9.919650828290844e-05	0.0	0.0	0.0004434589800443459	0.0	0.0	0.00033647375504710633	0.0	0.0	0.0	0.0	0.0	0.0022234574763757642	0.0	0.0011636927851047323	0.0	0.0	0.0	0.0	0.00021817388458601506	0.0	0.0	0.0	0.0	0.0004976362279173924	0.0	0.0	0.0	0.0	0.001555901311402534	0.0	0.00035561877667140827	7.973210014351777e-05	0.0	0.010618304829919187	0.0	0.00411251015434606	0.00015071590052750564	0.0	0.0	0.0	0.0	0.0	0.0	0.000836470096194061	0.00027434842249657066	8.874689385871494e-05	0.00035075412136092597	0.0	0.00018968133535660092	0.061567588034835294	0.0	0.005204417972590065	0.0011189854531891085	0.0	0.0013280212483399733	0.00024131274131274132	0.0	0.0	0.0	5.1639555899819264e-05	0.0	0.000723589001447178	0.0	0.0009874917709019092	6.423020104052926e-05	0.0	0.0015220700152207	0.0004177109440267335	0.0	0.00013691128148959474	0.0	0.00043402777777777775	0.0	0.00023231501916598908	0.0014910536779324055	0.0	0.0	0.0	0.0004769854519437157	0.0011691348402182386	0.0009045680687471732	0.0003645643456069996	0.0007890583903208837	0.0	0.0009380863039399625	0.00031625553447185326	0.0	0.0	0.0023576961940047153	0.0002891844997108155	0.0001362862010221465	0.003498542274052478	0.0	0.0	0.013218390804597701	0.006979341150195421	0.0005324813631522897	0.0	0.0	0.0018270401948842874	0.0	0.0028028651510432884	0.0	0.00037965072133637056	0.0	0.0	0.0	0.02762268586541287	0.0001699524133242692	0.0	0.00012663036596175764	0.0	0.0	0.008500887049083382	0.00016520733520568312	0.10337275514673674	0.0	0.0	0.0	0.0008038585209003215	0.0	0.0	0.0	0.002716957008150871	0.002542103590721322	0.0	0.0004142931123770067	0.0	0.0005728689275893675	0.0015694696844539898	0.0020810712993123417	0.0	0.0	0.0	0.0033232054690467147	0.00207825065510075	0.0009453781512605042	0.0015914622729825876	0.0004182933630786392	0.0037746023186842814	0.0004743083003952569	0.0011610252746271322	0.0006592501030078286	0.003129890453834116	0.0017096452486109132
k__Fungi;p__Ascomycota	0.9176351692774113	0.9327375352775157	0.86900056465274	0.9230297454768445	0.9406207827260435	0.9670559525884583	0.9765781842516176	0.8642015706806256	0.6903587443946179	0.9833272924972805	0.8147032238626116	0.9471849865951777	0.9802690582959624	0.7157928388746823	0.8595184909406812	0.7742187499999993	0.9617177097203746	0.8713610350833556	0.7704857248794998	0.8108108108108111	0.48615036743923	0.9940617577197153	0.8876755070202804	0.9100000000000004	0.9201615003907272	0.9439039912719341	0.4309340349558355	0.9438396727080273	0.986509274873524	0.6785142024763287	0.9821964392878578	0.9742793791574287	0.9908891513413194	0.9651175271009985	0.9944481830417218	0.1900323378352673	0.3917736832309698	0.9736284889316644	0.9908400357462013	0.8812959076600214	0.990133407448582	0.998885172798216	0.41931730023273844	0.981007194244604	0.9478699551569502	0.9834895136099954	0.972368211498647	0.9152394458383336	0.9885874246339358	0.9805722891566273	0.12036579337617388	0.9924554183813443	0.950982831550137	0.839636470243331	0.07792564137741805	0.4794117647058824	0.9740848720440548	0.9626583685263381	0.8624031007751936	0.9000711237553352	0.9979269653962691	0.9995570321151714	0.9893816951700813	0.9996262081486632	0.9943643379366356	0.9926149208741527	0.9801601113818303	0.9303326810176127	0.9999999999999999	0.9912257378356814	0.9258456201214214	0.25872873769024185	0.8448347971560006	0.9843621399176937	0.9987575434859783	0.963521571378462	0.9999081473316797	0.9707890743550838	0.9383566830745931	0.9870582379293205	0.9942751402301517	0.9000372995151071	0.9893742621015346	0.9649022955795864	0.9862451737451748	0.9914419087136925	0.9509765368986781	0.9392857142857135	0.9994836044410015	0.9611455673112017	0.9638205499276422	0.8882218410520292	0.9091507570770255	0.9969811805510945	0.4340232858990947	0.965449010654491	0.9778613199665833	0.9994761655316919	0.9879518072289157	0.9565571861169341	0.9283854166666679	0.7647222997488136	0.9950052270879322	0.9828528827037781	0.9784154393092951	0.9937791601866235	0.9988046856323214	0.8189840209873605	0.9801247077162899	0.9884667571234746	0.9963543565439311	0.9776433456075753	0.9989332520572995	0.9687304565353348	0.9212523719165082	0.9869124423963116	0.9763358778625956	0.9205119568878415	0.9632735685367273	0.9930494037478703	0.9411078717201161	0.9700070571630187	0.8633224282079236	0.9580459770114936	0.8079285315466219	0.9297124600638993	0.936437134095344	0.9569336778639091	0.9177831912302087	0.7967589466576643	0.9887885393958283	0.8736512356421859	0.8993925588458626	0.9280600068189582	0.9844020797227053	0.9971118140558376	0.9212459594475472	0.9773963290278724	0.37356321839080475	0.9223755856654428	0.9682619647355163	0.9983313247427456	0.8980632761679479	0.9836444738146369	0.8777923784494079	0.9916264547260846	0.9857712996703101	0.9829301379154423	0.9891479099678452	0.3689012799391714	0.9983345669874171	0.9511930585683293	0.9849768259549312	0.938671750873848	0.9979066359639941	0.9894355256343872	0.9997236042012171	0.9675756186984411	0.9931438955889639	0.9949330437929786	0.9997044334975379	0.988686453129592	0.9983231841849798	0.9966767945309528	0.9954820637932589	0.9989495798319327	0.9978468451600824	0.9995119910764094	0.9928102812977431	0.9935177865612643	0.9983924265428236	0.999175937371242	0.9168343393695515	0.9964382390653943
k__Fungi;p__Basidiomycota	0.06872157655381507	0.02210724365004704	0.001129305477131564	0.02627006030869876	0.03846153846153845	0.017082098657835106	0.02342181574838278	0.06839005235602091	0.25313901345291495	0.005436752446538601	0.08376016872551974	0.0016085790884718498	0.001195814648729447	0.055946291560102286	0.08140977910151403	0.10117187500000001	0.029627163781624496	0.05100771336153271	0.17018909899888757	0.04504504504504504	0.034765404183154325	0.0	0.09828393135725429	0.0	0.04779890596509507	0.040821892899354485	0.004134561172711896	0.020799061610425284	0.007935720662632675	0.000582665695557174	0.00640128025605121	0.008314855875831487	0.0	0.0067618332081141996	0.0028600269179004044	0.22845729503519116	0.003722315280104225	0.015591915303176131	0.0060321715817694375	0.050170514165792233	0.0016675931072818232	0.0	0.028316524437548486	0.008489208633093525	0.04624439461883408	0.014725568942436412	0.004698200350374264	0.06065233991491219	0.007321274763135228	0.006626506024096385	0.0012357884330202668	0.0034293552812071334	0.03309280915650659	0.017590149516270887	0.00041157909178213747	0.006470588235294118	0.011661807580174927	0.01755945765725717	0.09883720930232558	0.017780938833570414	0.00015946420028703555	0.00022148394241417498	0.0	0.00010679767181075453	0.0013708367181153533	0.002863602110022607	0.007309432648799165	0.011741682974559686	0.0	0.0031906407870247273	0.04076322636600173	0.0008952551477170994	0.0004182350480970305	0.0065843621399176945	0.0003549875754348598	0.00175377060680463	0.0	0.007397572078907435	7.572889057175312e-05	0.0004977600796416127	0.00023130746544844735	0.00484893696381947	0.003896103896103896	0.00037943464238284955	0.004826254826254826	0.0025933609958506223	0.022414471097129376	0.007539682539682541	5.1639555899819264e-05	0.0031010580080262674	0.03002894356005788	0.0002858776443682104	0.019420671494404212	0.0003211510052026463	0.013260025873221217	0.011263318112633182	0.0012531328320802004	0.0	0.0052026286966046	0.003843466107617051	0.046875	0.02344404130616802	0.0029039377395748637	0.007703777335984095	0.001777552056881666	0.00336962156557802	0.0002390628735357399	0.02551872167898879	0.01032735775526111	0.0015829941203075533	0.0014582573824279985	0.015781167806417674	7.619628162145687e-05	0.00031269543464665416	0.014864010120177103	0.0014746543778801843	0.015267175572519083	0.017177500842034357	0.019086176980913822	0.006405451448040886	0.03673469387755102	0.008115737473535639	0.010541621228644129	0.0028735632183908046	0.040480178671133446	0.03833865814696486	0.04683579592974631	0.0051679586563307504	0.0048721071863581	0.03409858203916273	0.0003114294612270321	0.12217194570135748	0.013667425968109341	0.01431980906921241	0.0006932409012131716	0.0020629899601155273	0.011166617690273287	0.0	0.538433908045977	0.07217930859820183	0.023047858942065493	0.0003708167238342449	0.0903311649911295	0.0037997687097307115	0.0	0.0029804144195288104	0.009717161200763491	0.012208907981008365	0.00040192926045016077	0.6243822075782537	0.0001850481125092524	0.008315256688358641	0.005114272015342816	0.019701302828090246	0.0008373456144023446	0.00010357327809425168	0.0	0.0	8.260366760284156e-05	0.0	9.852216748768474e-05	0.0035263003232441966	0.0	0.0	0.0002710761724044456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Blastocladiomycota	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.020097442143727162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Chytridiomycota	0.0	0.0	0.0	0.009506286415210058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01169445135605872	0.0	0.0	0.0	0.0	0.0031201248049922	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016764705882352942	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011806375442739079	0.0	0.0	0.0	0.0	0.031746031746031744	0.0	0.0	0.000361794500723589	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0034192530247238295	0.0	0.0	0.0	0.0005529953917050691	0.0	0.0013472549680026945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003727369542066028	0.0	0.0017226528854435831	0.0018270401948842874	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00040192926045016077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Monoblepharomycota	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004577510120588782	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Mortierellomycota	0.0	0.0018814675446848542	0.003670242800677583	0.006950833077788	0.0	0.0	0.0	0.0058900523560209425	0.0002242152466367713	0.008155128669807901	0.0021090689966857487	0.002412868632707775	0.01345291479820628	0.02941176470588235	0.0	0.11679687500000001	0.0	0.0	0.007415647015202077	0.0	0.3778971170152627	0.0	0.0093603744149766	0.09	0.0	0.0002727520683698518	0.5608908099981207	0.032314360507531434	0.0	0.3176984705025492	0.0	0.0	0.0003374388392103931	0.00010733068584308254	0.0	0.5611565531672057	0.5914758980085614	0.0	0.0	0.00013116474291710389	0.00013896609227348526	0.0	0.5488750969743987	0.0	0.0	0.0	0.013696448479057176	0.0	0.0	0.0	0.8624567474048445	0.0020576131687242796	0.0	0.0032248607446496626	0.8219234462889284	0.4344117647058824	0.00032393909944930353	0.006890420093354079	0.0013842746400885937	0.0	0.0	0.0	0.0	0.0001601965077161318	0.0	0.0	0.0013922728854855553	0.03953033268101761	0.0	0.0	0.002168256721595837	0.7387347060578932	0.06775407779171894	0.0010973936899862826	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0772099962700485	0.0017709563164108619	0.00018971732119142478	0.0	0.0	0.022676628653820946	0.0007936507936507937	0.0001549186676994578	0.0	0.0	0.0002858776443682104	0.008229098090849244	6.423020104052926e-05	0.5394566623544631	0.01445966514459665	0.0012531328320802004	0.00020953378732320587	0.004791894852135816	0.03610528767761472	0.0008680555555555555	0.0516327100195367	0.0009292600766639563	0.0	0.0	0.0002592016588906169	0.0	0.0011924636298592892	0.00019485580670303975	0.0002261420171867933	0.0	0.0002630194634402946	0.0008381590978360256	0.0075046904315197	0.03889943074003795	0.0	0.0	0.0	0.0	0.0	0.0	0.0007057163020465773	0.0	0.022988505747126436	0.07733109994416526	0.0005324813631522897	0.0	0.0	0.0030450669914738123	0.15124915597569208	0.0	0.0006961364427427776	0.00037965072133637056	0.0	0.0	0.0	0.017631501616220978	0.0	0.0	0.0	0.0	0.0	0.0	0.006112671402610276	0.0	0.0001419244961680386	0.0	0.0	0.0	0.0003801799518438728	0.0	0.032176428054953	0.0	0.03527168732125834	0.0	0.00983946141895391	9.213193292795283e-05	0.031851512373968834	0.0035519577069221876	0.0029858849077090124	0.00019704433497536947	0.004554804584190421	0.0015003088871238196	0.0	0.002168609379235565	0.0001050420168067227	0.0005616925669350309	6.971556051310653e-05	0.0034151163835714933	0.006007905138339922	0.0002679289095293382	0.00016481252575195715	0.08003577017661524	0.0017096452486109132
k__Fungi;p__Mucoromycota	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00030129557095510696	0.0	0.0	0.00031969309462915604	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Rozellomycota	0.0	0.0	0.0	0.01625268322600429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0014947683109118087	0.0	0.0	0.0	0.0	0.024632993281910924	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Fungi;p__Zoopagomycota	0.0	0.003292568203198495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00018793459875963165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01272862086010875	0.0006858710562414266	0.0	0.0	0.09781863081355467	0.05323529411764706	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05855290673358427	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002263906856403622	0.0	0.0	0.0	0.0	0.0	0.0	0.0033491487580240022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00035285815102328866	0.0	0.0	0.0	0.0	0.0	0.0	0.020706455542021926	0.008440243079000676	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00018426386585590566	0.0	0.00016520733520568312	0.0	0.0	0.0004407875404055245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
